episode,steps,return,length,success,crash,wall_time
710,97080,-52.855,93,0,1,1168.5
711,97123,191.372,43,1,0,1169.4
712,97373,82.774,250,0,0,1174.1
713,97397,-28.266,24,0,1,1174.6
714,97647,55.777,250,0,0,1179.2
715,97897,75.633,250,0,0,1184.1
716,98147,93.481,250,0,0,1188.9
717,98397,64.332,250,0,0,1193.8
718,98449,211.684,52,1,0,1194.8
719,98699,35.277,250,0,0,1200.2
720,98751,-26.763,52,0,1,1201.2
721,99001,60.946,250,0,0,1207.1
722,99115,-24.941,114,0,1,1210.5
723,99165,-44.174,50,0,1,1213.0
724,99376,-70.811,211,0,1,1218.0
725,99626,74.447,250,0,0,1223.4
726,99645,-111.964,19,0,1,1223.8
727,99895,22.944,250,0,0,1228.8
728,100145,76.674,250,0,0,1233.0
729,100395,53.446,250,0,0,1238.1
730,100645,72.626,250,0,0,1242.8
731,100895,43.164,250,0,0,1247.7
732,100923,-33.809,28,0,1,1248.2
733,101173,60.58,250,0,0,1256.2
734,101423,60.148,250,0,0,1274.8
735,101673,67.995,250,0,0,1283.8
736,101923,67.609,250,0,0,1289.5
737,102173,55.854,250,0,0,1295.5
738,102423,91.617,250,0,0,1362.4
739,102673,52.729,250,0,0,1378.4
740,102849,-20.41,176,0,1,1385.8
741,103099,62.475,250,0,0,1400.4
742,103106,-89.969,7,0,1,1400.6
743,103153,-32.414,47,0,1,1402.5
744,103403,65.714,250,0,0,1406.9
745,103653,56.194,250,0,0,1411.5
746,103903,67.562,250,0,0,1418.1
747,104153,64.773,250,0,0,1425.7
748,104403,59.305,250,0,0,1432.8
749,104653,66.646,250,0,0,1438.4
750,104903,71.297,250,0,0,1444.4
751,105153,56.008,250,0,0,1449.3
752,105403,61.15,250,0,0,1454.1
753,105492,-30.902,89,0,1,1455.8
754,105509,-54.625,17,0,1,1456.2
755,105551,-22.276,42,0,1,1457.0
756,105801,67.033,250,0,0,1461.7
757,106051,57.556,250,0,0,1466.4
758,106301,60.253,250,0,0,1471.0
759,106551,81.946,250,0,0,1475.9
760,106801,57.149,250,0,0,1480.5
761,107051,53.903,250,0,0,1484.9
762,107301,80.552,250,0,0,1489.9
763,107551,75.526,250,0,0,1496.4
764,107801,52.891,250,0,0,1502.4
765,108051,73.748,250,0,0,1508.0
766,108301,86.589,250,0,0,1513.2
767,108551,73.776,250,0,0,1517.9
768,108801,72.99,250,0,0,1522.6
769,109051,71.638,250,0,0,1527.7
770,109093,-27.031,42,0,1,1528.5
771,109097,-92.635,4,0,1,1528.6
772,109347,73.211,250,0,0,1533.4
773,109597,74.065,250,0,0,1538.5
774,109847,71.657,250,0,0,1543.6
775,110097,63.344,250,0,0,1548.3
776,110347,74.861,250,0,0,1553.6
777,110357,-85.378,10,0,1,1553.8
778,110607,38.613,250,0,0,1559.0
779,110857,36.234,250,0,0,1564.2
780,110906,-44.173,49,0,1,1565.3
781,111156,58.022,250,0,0,1569.9
782,111196,-85.806,40,0,1,1570.7
783,111446,77.089,250,0,0,1575.6
784,111544,-28.625,98,0,1,1577.5
785,111794,71.905,250,0,0,1583.1
786,112044,61.858,250,0,0,1588.1
787,112294,72.6,250,0,0,1593.1
788,112544,66.069,250,0,0,1598.0
789,112794,66.811,250,0,0,1603.1
790,113044,66.254,250,0,0,1608.4
791,113294,51.74,250,0,0,1613.2
792,113347,-51.409,53,0,1,1614.2
793,113597,78.713,250,0,0,1618.8
794,113845,-26.61,248,0,1,1623.5
795,114095,49.173,250,0,0,1628.4
796,114273,-42.568,178,0,1,1632.2
797,114523,70.343,250,0,0,1636.6
798,114773,67.53,250,0,0,1641.1
799,115023,71.702,250,0,0,1646.6
