episode,steps,return,length,success,crash,wall_time
721,63718,192.718,40,1,0,715.0
722,63786,197.145,68,1,0,715.7
723,63825,190.362,39,1,0,716.1
724,63857,-25.323,32,0,1,716.6
725,63902,197.798,45,1,0,717.2
726,63976,193.738,74,1,0,718.3
727,64080,182.312,104,1,0,720.8
728,64129,205.414,49,1,0,721.5
729,64164,184.751,35,1,0,721.9
730,64304,205.27,140,1,0,723.4
731,64312,-97.04,8,0,1,723.5
732,64348,184.907,36,1,0,723.9
733,64436,188.597,88,1,0,724.8
734,64515,190.372,79,1,0,725.6
735,64569,-19.552,54,0,1,726.3
736,64623,200.235,54,1,0,727.0
737,64716,189.861,93,1,0,728.4
738,64772,211.25,56,1,0,729.3
739,64823,-34.129,51,0,1,730.1
740,64870,198.706,47,1,0,730.6
741,64925,189.466,55,1,0,731.3
742,65054,187.594,129,1,0,733.5
743,65112,192.96,58,1,0,735.0
744,65167,200.204,55,1,0,737.2
745,65206,179.9,39,1,0,737.9
746,65255,207.009,49,1,0,739.1
747,65373,192.903,118,1,0,740.8
748,65430,198.078,57,1,0,741.7
749,65485,195.505,55,1,0,742.9
750,65550,199.082,65,1,0,743.9
751,65628,196.532,78,1,0,745.4
752,65668,189.616,40,1,0,745.9
753,65728,191.305,60,1,0,746.8
754,65801,195.341,73,1,0,748.2
755,65882,196.631,81,1,0,753.2
756,65916,197.323,34,1,0,754.7
757,65975,-36.212,59,0,1,755.5
758,66014,184.958,39,1,0,756.1
759,66059,207.851,45,1,0,756.8
760,66108,185.2,49,1,0,758.1
761,66358,76.858,250,0,0,762.1
762,66395,205.268,37,1,0,762.8
763,66401,-94.233,6,0,1,762.9
764,66459,182.492,58,1,0,763.6
765,66709,60.37,250,0,0,768.1
766,66760,208.53,51,1,0,769.4
767,66803,189.703,43,1,0,770.4
768,66869,190.687,66,1,0,772.3
769,66917,202.144,48,1,0,773.3
770,66961,196.444,44,1,0,774.8
771,67011,188.18,50,1,0,775.8
772,67049,198.903,38,1,0,776.6
773,67096,199.969,47,1,0,777.5
774,67281,194.085,185,1,0,782.1
775,67319,-89.144,38,0,1,782.7
776,67414,179.606,95,1,0,785.7
777,67462,188.154,48,1,0,786.8
778,67523,202.093,61,1,0,788.2
779,67610,189.417,87,1,0,789.9
780,67657,199.491,47,1,0,790.9
781,67751,180.714,94,1,0,792.3
782,67817,195.783,66,1,0,793.0
783,67894,192.735,77,1,0,794.1
784,67948,195.491,54,1,0,794.7
785,67985,197.808,37,1,0,795.1
786,68037,188.047,52,1,0,795.7
787,68279,185.001,242,1,0,798.5
788,68318,190.553,39,1,0,799.0
789,68368,196.874,50,1,0,799.6
790,68403,198.503,35,1,0,800.3
791,68451,191.09,48,1,0,800.9
792,68504,184.297,53,1,0,801.5
793,68554,204.554,50,1,0,802.1
794,68606,203.097,52,1,0,802.9
795,68655,183.91,49,1,0,803.6
796,68716,194.682,61,1,0,804.5
797,68757,-17.022,41,0,1,805.0
798,68815,199.098,58,1,0,805.7
799,68888,193.573,73,1,0,806.7
