episode,steps,return,length,success,crash,wall_time
60,5100,-80.958,18,0,1,1.8
61,5327,161.776,227,1,0,1.9
62,5392,200.668,65,1,0,1.9
63,5497,195.063,105,1,0,2.0
64,5556,197.5,59,1,0,2.0
65,5633,200.264,77,1,0,2.0
66,5710,202.974,77,1,0,2.0
67,5791,190.369,81,1,0,2.1
68,5869,196.591,78,1,0,2.1
69,5921,-46.826,52,0,1,2.1
70,6009,207.763,88,1,0,2.1
71,6250,172.538,241,1,0,2.2
72,6313,208.857,63,1,0,2.3
73,6407,205.032,94,1,0,2.3
74,6469,204.132,62,1,0,2.3
75,6606,196.62,137,1,0,2.4
76,6755,176.704,149,1,0,2.4
77,6833,195.493,78,1,0,2.4
78,6910,187.405,77,1,0,2.5
79,6918,-97.049,8,0,1,2.5
80,6995,188.877,77,1,0,2.5
81,7069,189.149,74,1,0,2.5
82,7177,193.308,108,1,0,2.6
83,7184,-95.956,7,0,1,2.6
84,7198,-78.374,14,0,1,2.6
85,7283,185.426,85,1,0,2.6
86,7312,-81.128,29,0,1,2.6
87,7510,-22.5,198,0,1,2.7
88,7623,208.826,113,1,0,2.7
89,7656,-80.97,33,0,1,2.7
90,7683,-77.03,27,0,1,2.7
91,7744,199.876,61,1,0,2.8
92,7859,197.578,115,1,0,2.8
93,7922,-19.819,63,0,1,2.8
94,8057,192.849,135,1,0,2.9
95,8164,188.961,107,1,0,2.9
96,8177,-84.193,13,0,1,2.9
97,8293,181.564,116,1,0,3.0
98,8412,198.759,119,1,0,3.0
99,8432,-83.372,20,0,1,3.0
100,8464,-46.178,32,0,1,3.1
101,8560,197.172,96,1,0,3.1
102,8651,184.726,91,1,0,3.1
103,8668,-99.278,17,0,1,3.1
104,8691,-82.134,23,0,1,3.1
105,8806,188.509,115,1,0,3.2
106,8834,-78.081,28,0,1,3.2
107,8938,182.447,104,1,0,3.2
108,9048,193.014,110,1,0,3.2
109,9157,191.135,109,1,0,3.3
110,9351,-53.486,194,0,1,3.3
111,9450,191.25,99,1,0,3.4
112,9700,72.975,250,0,0,3.5
113,9760,190.818,60,1,0,3.5
114,9851,197.852,91,1,0,3.5
115,9904,199.985,53,1,0,3.5
116,10010,-59.806,106,0,1,3.8
117,10019,-98.932,9,0,1,4.0
118,10028,-96.87,9,0,1,4.1
119,10034,-93.388,6,0,1,4.2
120,10041,-91.492,7,0,1,4.4
121,10047,-92.066,6,0,1,4.5
122,10052,-94.817,5,0,1,4.6
123,10059,-88.873,7,0,1,4.8
124,10063,-92.701,4,0,1,4.8
125,10070,-82.586,7,0,1,5.0
126,10076,-88.692,6,0,1,5.1
127,10083,-85.416,7,0,1,5.2
128,10090,-84.268,7,0,1,5.4
129,10095,-86.207,5,0,1,5.4
130,10100,-89.957,5,0,1,5.5
131,10105,-89.338,5,0,1,5.6
132,10112,-84.229,7,0,1,5.7
133,10119,-84.214,7,0,1,5.8
134,10125,-85.165,6,0,1,5.9
135,10131,-83.013,6,0,1,6.0
136,10134,-93.417,3,0,1,6.1
137,10138,-91.58,4,0,1,6.1
138,10141,-94.805,3,0,1,6.2
139,10148,-86.277,7,0,1,6.3
140,10152,-91.535,4,0,1,6.4
141,10159,-83.51,7,0,1,6.5
142,10164,-89.084,5,0,1,6.6
143,10169,-86.134,5,0,1,6.7
144,10171,-96.181,2,0,1,6.7
145,10177,-86.289,6,0,1,6.9
146,10183,-81.326,6,0,1,7.0
147,10190,-85.775,7,0,1,7.2
148,10194,-91.802,4,0,1,7.3
149,10199,-89.59,5,0,1,7.3
150,10204,-88.906,5,0,1,7.4
151,10210,-85.593,6,0,1,7.5
152,10217,-83.261,7,0,1,7.6
153,10223,-87.719,6,0,1,7.6
154,10228,-88.37,5,0,1,7.7
155,10234,-83.896,6,0,1,7.8
156,10240,-82.495,6,0,1,7.9
157,10246,-83.252,6,0,1,7.9
158,10248,-95.874,2,0,1,7.9
159,10253,-86.984,5,0,1,8.0
160,10258,-87.503,5,0,1,8.1
161,10263,-90.503,5,0,1,8.1
162,10269,-86.978,6,0,1,8.2
163,10276,-82.504,7,0,1,8.3
164,10282,-83.867,6,0,1,8.3
165,10287,-87.799,5,0,1,8.4
166,10293,-89.039,6,0,1,8.5
167,10299,-88.134,6,0,1,8.6
168,10320,-30.938,21,0,1,8.8
169,10323,-95.709,3,0,1,8.9
170,10330,-82.316,7,0,1,8.9
171,10336,-85.304,6,0,1,9.0
172,10341,-85.817,5,0,1,9.1
173,10347,-86.666,6,0,1,9.1
174,10350,-93.555,3,0,1,9.2
175,10354,-91.713,4,0,1,9.2
176,10361,-82.956,7,0,1,9.3
177,10364,-93.161,3,0,1,9.3
178,10368,-90.234,4,0,1,9.4
179,10370,-97.163,2,0,1,9.4
180,10375,-87.875,5,0,1,9.5
181,10382,-79.278,7,0,1,9.6
182,10385,-92.289,3,0,1,9.6
183,10391,-83.356,6,0,1,9.7
184,10393,-96.321,2,0,1,9.7
185,10398,-87.808,5,0,1,9.8
186,10403,-89.144,5,0,1,9.8
187,10408,-89.93,5,0,1,9.9
188,10413,-87.725,5,0,1,9.9
189,10421,-74.376,8,0,1,10.0
190,10426,-86.416,5,0,1,10.1
191,10432,-88.726,6,0,1,10.2
192,10435,-94.1,3,0,1,10.2
193,10439,-91.325,4,0,1,10.3
194,10444,-86.356,5,0,1,10.3
195,10451,-84.299,7,0,1,10.4
196,10453,-96.521,2,0,1,10.4
197,10460,-81.594,7,0,1,10.5
198,10466,-82.331,6,0,1,10.6
199,10473,-78.5,7,0,1,10.7
200,10479,-87.588,6,0,1,10.8
201,10483,-92.001,4,0,1,10.8
202,10488,-89.076,5,0,1,10.9
203,10493,-88.787,5,0,1,10.9
204,10505,-71.515,12,0,1,11.1
205,10510,-87.667,5,0,1,11.1
206,10536,-20.079,26,0,1,11.5
207,10557,-55.245,21,0,1,11.9
208,10564,-85.587,7,0,1,12.0
209,10598,-32.914,34,0,1,12.5
210,10618,-81.792,20,0,1,12.9
211,10656,-63.371,38,0,1,13.8
212,10696,-31.355,40,0,1,14.5
213,10733,-11.967,37,0,1,15.0
214,10772,-24.971,39,0,1,15.4
215,10811,-54.528,39,0,1,15.9
216,10879,-41.701,68,0,1,16.8
217,10917,-17.782,38,0,1,17.6
218,10994,-15.082,77,0,1,19.1
219,11000,-102.6,6,0,1,19.2
220,11068,-58.087,68,0,1,20.2
221,11079,-96.339,11,0,1,20.5
222,11127,-48.047,48,0,1,21.4
223,11210,-44.601,83,0,1,22.7
224,11271,-41.827,61,0,1,23.6
225,11362,-40.856,91,0,1,24.8
226,11422,-19.966,60,0,1,25.6
227,11437,-91.769,15,0,1,25.7
228,11503,-18.401,66,0,1,26.5
229,11547,-30.41,44,0,1,27.1
230,11675,183.015,128,1,0,28.6
231,11726,-45.761,51,0,1,29.2
232,11810,-41.706,84,0,1,30.2
233,11866,-20.958,56,0,1,30.9
234,11935,-4.044,69,0,1,31.7
235,11992,204.097,57,1,0,32.4
236,12045,-42.753,53,0,1,33.0
237,12101,-11.803,56,0,1,33.7
238,12159,-12.311,58,0,1,34.4
239,12170,-92.892,11,0,1,34.6
240,12234,0.412,64,0,1,35.4
241,12288,-30.677,54,0,1,36.0
242,12408,-54.799,120,0,1,37.5
243,12490,-15.987,82,0,1,38.5
244,12546,-77.383,56,0,1,39.5
245,12655,191.01,109,1,0,40.9
246,12708,-10.263,53,0,1,41.6
247,12760,-5.357,52,0,1,42.5
248,12771,-77.454,11,0,1,42.7
249,12779,-89.064,8,0,1,42.9
250,12837,0.406,58,0,1,43.6
251,12918,-11.933,81,0,1,44.6
252,12970,-4.119,52,0,1,45.2
253,13045,-40.846,75,0,1,46.1
254,13120,-6.254,75,0,1,47.0
255,13149,-59.495,29,0,1,47.5
256,13197,-2.35,48,0,1,48.2
257,13255,-38.274,58,0,1,49.1
258,13280,-63.438,25,0,1,49.4
259,13296,-84.483,16,0,1,49.6
260,13345,-57.473,49,0,1,50.3
261,13369,-70.046,24,0,1,50.7
262,13416,-25.752,47,0,1,51.5
263,13478,-10.156,62,0,1,52.3
264,13533,-18.243,55,0,1,53.1
265,13592,-22.806,59,0,1,53.9
266,13627,-26.953,35,0,1,54.4
267,13698,-12.539,71,0,1,55.4
268,13756,-21.144,58,0,1,56.2
269,13831,-15.912,75,0,1,57.4
270,13943,-11.297,112,0,1,58.9
271,14047,-33.682,104,0,1,60.3
272,14114,-6.587,67,0,1,61.2
273,14191,-14.165,77,0,1,62.3
274,14255,173.094,64,1,0,63.1
275,14304,-24.553,49,0,1,63.8
276,14367,-15.477,63,0,1,64.7
277,14393,-75.044,26,0,1,65.1
278,14643,80.478,250,0,0,68.5
279,14674,-65.086,31,0,1,69.0
280,14924,71.45,250,0,0,72.5
281,14961,-86.819,37,0,1,73.0
282,15032,204.775,71,1,0,73.9
283,15282,77.453,250,0,0,76.8
284,15316,-42.04,34,0,1,77.2
285,15322,-106.026,6,0,1,77.3
286,15440,-14.232,118,0,1,78.7
287,15478,-31.643,38,0,1,79.2
288,15501,-97.583,23,0,1,79.4
289,15693,191.877,192,1,0,81.7
290,15943,0.727,250,0,0,84.6
291,16193,58.525,250,0,0,87.5
292,16246,-34.342,53,0,1,88.1
293,16270,-115.446,24,0,1,88.4
294,16520,81.801,250,0,0,91.2
295,16770,67.262,250,0,0,94.1
296,17020,67.961,250,0,0,97.4
297,17270,74.086,250,0,0,100.8
298,17318,-46.354,48,0,1,101.4
299,17568,67.03,250,0,0,104.3
300,17619,204.11,51,1,0,105.0
301,17661,-8.427,42,0,1,105.4
302,17745,199.879,84,1,0,107.0
303,17995,69.52,250,0,0,110.4
304,18245,85.166,250,0,0,113.5
305,18495,87.501,250,0,0,116.7
306,18593,190.589,98,1,0,117.9
307,18677,-4.694,84,0,1,119.1
308,18744,201.315,67,1,0,120.1
309,18796,-40.368,52,0,1,120.7
310,18922,-21.529,126,0,1,122.8
311,19172,92.845,250,0,0,126.0
312,19233,189.801,61,1,0,126.8
313,19270,-62.723,37,0,1,127.3
314,19520,74.645,250,0,0,130.2
315,19567,-34.218,47,0,1,130.7
316,19817,79.34,250,0,0,133.4
317,20067,73.427,250,0,0,136.5
318,20128,191.427,61,1,0,137.2
319,20185,204.659,57,1,0,137.9
320,20435,79.246,250,0,0,140.9
321,20480,-38.547,45,0,1,141.5
322,20730,77.442,250,0,0,144.7
323,20738,-96.369,8,0,1,144.8
324,20988,78.675,250,0,0,147.8
325,21238,83.562,250,0,0,150.7
326,21488,76.299,250,0,0,153.5
327,21738,88.161,250,0,0,156.2
328,21988,79.596,250,0,0,159.0
329,22052,201.579,64,1,0,159.8
330,22100,-31.96,48,0,1,160.5
331,22350,71.786,250,0,0,163.5
332,22600,95.985,250,0,0,166.9
333,22639,186.358,39,1,0,167.5
334,22782,204.445,143,1,0,170.0
335,23032,72.173,250,0,0,172.9
336,23086,190.396,54,1,0,173.6
337,23336,95.72,250,0,0,176.5
338,23586,87.326,250,0,0,179.3
339,23836,81.943,250,0,0,182.7
340,23902,196.128,66,1,0,183.6
341,23952,190.029,50,1,0,184.2
342,24011,211.028,59,1,0,184.9
343,24261,73.275,250,0,0,188.0
344,24305,178.61,44,1,0,188.5
345,24555,60.527,250,0,0,191.6
346,24805,73.735,250,0,0,194.7
347,24899,194.604,94,1,0,195.8
348,24956,195.352,57,1,0,196.5
349,25206,96.192,250,0,0,199.5
350,25308,191.492,102,1,0,201.1
351,25558,55.54,250,0,0,204.6
352,25808,58.93,250,0,0,207.3
353,26058,51.419,250,0,0,210.1
354,26097,190.796,39,1,0,210.5
355,26329,177.069,232,1,0,213.1
356,26390,198.9,61,1,0,213.7
357,26640,81.412,250,0,0,216.3
358,26762,-47.608,122,0,1,217.7
359,26838,188.448,76,1,0,218.5
360,26906,-43.238,68,0,1,219.3
361,27156,52.694,250,0,0,222.0
362,27303,196.352,147,1,0,223.6
363,27399,-24.286,96,0,1,224.6
364,27649,84.762,250,0,0,227.3
365,27720,187.93,71,1,0,228.0
366,27734,-123.836,14,0,1,228.2
367,27984,88.852,250,0,0,230.8
368,28234,62.246,250,0,0,233.6
369,28484,78.136,250,0,0,236.3
370,28734,94.689,250,0,0,239.2
371,28984,66.063,250,0,0,241.9
372,29036,204.548,52,1,0,242.5
373,29083,200.163,47,1,0,243.0
374,29090,-91.031,7,0,1,243.0
375,29218,193.805,128,1,0,244.7
376,29468,85.709,250,0,0,247.4
377,29718,83.527,250,0,0,250.1
378,29968,87.959,250,0,0,252.7
379,30218,86.323,250,0,0,255.4
380,30366,188.993,148,1,0,257.0
381,30571,175.866,205,1,0,259.1
382,30620,198.354,49,1,0,259.7
383,30669,-16.222,49,0,1,260.2
384,30710,197.967,41,1,0,260.7
385,30753,-41.618,43,0,1,261.1
386,30799,-22.502,46,0,1,261.6
387,30886,190.493,87,1,0,262.6
388,31136,59.927,250,0,0,265.5
389,31221,189.849,85,1,0,266.6
390,31471,64.038,250,0,0,269.3
391,31618,-47.896,147,0,1,270.9
392,31676,203.534,58,1,0,271.5
393,31727,-24.206,51,0,1,272.1
394,31798,200.358,71,1,0,272.9
395,32048,80.954,250,0,0,275.7
396,32107,204.589,59,1,0,276.5
397,32222,190.51,115,1,0,277.8
398,32472,84.181,250,0,0,280.5
399,32523,195.996,51,1,0,281.1
400,32773,73.432,250,0,0,283.7
401,33023,82.82,250,0,0,286.4
402,33236,191.756,213,1,0,288.9
403,33292,196.503,56,1,0,289.5
404,33453,187.157,161,1,0,291.9
405,33526,205.965,73,1,0,293.3
406,33617,189.426,91,1,0,294.6
407,33687,205.437,70,1,0,295.8
408,33733,198.7,46,1,0,296.7
409,33841,193.624,108,1,0,298.6
410,33893,200.546,52,1,0,299.3
411,34143,91.464,250,0,0,303.0
412,34393,85.247,250,0,0,306.4
413,34643,91.073,250,0,0,310.1
414,34692,190.432,49,1,0,310.7
415,34737,191.991,45,1,0,311.4
416,34816,191.526,79,1,0,314.6
417,34860,188.348,44,1,0,315.9
418,34969,-27.437,109,0,1,318.0
419,35031,197.45,62,1,0,319.3
420,35072,196.203,41,1,0,319.9
421,35223,194.075,151,1,0,322.8
422,35276,200.057,53,1,0,323.5
423,35322,-20.187,46,0,1,324.1
424,35391,186.269,69,1,0,325.1
425,35641,88.138,250,0,0,328.2
426,35657,-86.261,16,0,1,328.4
427,35742,207.771,85,1,0,329.5
428,35912,190.151,170,1,0,333.0
429,35967,204.427,55,1,0,333.7
430,36217,75.954,250,0,0,337.6
431,36284,196.161,67,1,0,339.2
432,36382,199.997,98,1,0,340.9
433,36428,199.359,46,1,0,342.0
434,36471,-48.7,43,0,1,342.8
435,36566,195.102,95,1,0,344.8
436,36674,202.012,108,1,0,346.1
437,36728,193.464,54,1,0,346.8
438,36871,197.22,143,1,0,349.1
439,37121,81.951,250,0,0,354.6
440,37371,77.802,250,0,0,361.2
441,37621,80.829,250,0,0,372.4
442,37871,82.915,250,0,0,385.1
443,37944,188.36,73,1,0,387.1
444,38194,88.969,250,0,0,393.2
445,38444,85.053,250,0,0,397.6
446,38647,192.041,203,1,0,400.5
447,38709,195.032,62,1,0,401.2
448,38751,196.748,42,1,0,401.8
449,39001,80.073,250,0,0,404.7
450,39073,194.146,72,1,0,405.6
451,39142,196.623,69,1,0,406.3
452,39184,195.109,42,1,0,406.8
453,39306,188.845,122,1,0,408.2
454,39384,197.604,78,1,0,409.1
455,39486,188.447,102,1,0,410.2
456,39522,205.611,36,1,0,410.6
457,39606,191.247,84,1,0,411.6
458,39659,206.844,53,1,0,412.2
459,39786,196.388,127,1,0,413.6
460,39844,203.316,58,1,0,414.4
461,40094,86.989,250,0,0,417.9
462,40177,198.022,83,1,0,419.2
463,40424,192.892,247,1,0,422.1
464,40489,209.59,65,1,0,423.0
465,40557,180.911,68,1,0,423.8
466,40611,185.115,54,1,0,424.4
467,40694,193.843,83,1,0,428.9
468,40726,189.793,32,1,0,429.5
469,40791,199.868,65,1,0,431.3
470,40848,194.376,57,1,0,432.2
471,41098,88.944,250,0,0,435.1
472,41348,101.229,250,0,0,438.0
473,41410,192.267,62,1,0,438.7
474,41498,200.133,88,1,0,439.7
475,41579,195.396,81,1,0,440.6
476,41728,199.878,149,1,0,442.4
477,41978,2.043,250,0,0,445.4
478,42050,192.126,72,1,0,446.2
479,42300,81.828,250,0,0,449.0
480,42500,193.785,200,1,0,451.3
481,42552,192.095,52,1,0,451.9
482,42802,88.429,250,0,0,454.8
483,42857,192.683,55,1,0,455.4
484,42927,206.61,70,1,0,456.2
485,43012,184.282,85,1,0,457.2
486,43057,205.387,45,1,0,457.7
487,43129,185.877,72,1,0,458.5
488,43296,187.851,167,1,0,460.4
489,43352,196.588,56,1,0,461.1
490,43480,203.542,128,1,0,462.5
491,43730,85.967,250,0,0,465.3
492,43848,189.267,118,1,0,466.6
493,44003,192.054,155,1,0,468.4
494,44253,72.705,250,0,0,471.6
495,44310,186.602,57,1,0,472.2
496,44498,185.675,188,1,0,474.4
497,44576,182.157,78,1,0,475.3
498,44641,198.588,65,1,0,476.1
499,44689,207.929,48,1,0,476.6
500,44761,-12.365,72,0,1,477.5
501,45011,79.82,250,0,0,482.7
502,45114,-31.802,103,0,1,483.9
503,45161,184.916,47,1,0,484.5
504,45217,198.962,56,1,0,485.4
505,45332,201.766,115,1,0,486.9
506,45582,74.552,250,0,0,489.7
507,45718,199.206,136,1,0,491.3
508,45746,-85.426,28,0,1,491.6
509,45812,203.308,66,1,0,492.4
510,45861,196.726,49,1,0,493.0
511,45937,201.759,76,1,0,493.9
512,46013,203.937,76,1,0,494.7
513,46075,-17.186,62,0,1,495.5
514,46147,202.811,72,1,0,496.4
515,46211,-26.742,64,0,1,497.2
516,46358,194.5,147,1,0,499.0
517,46375,-96.103,17,0,1,499.2
518,46431,210.266,56,1,0,499.8
519,46484,-80.355,53,0,1,500.4
520,46525,193.946,41,1,0,500.8
521,46591,203.432,66,1,0,501.5
522,46650,183.088,59,1,0,502.2
523,46708,202.508,58,1,0,502.8
524,46792,192.541,84,1,0,503.8
525,46860,194.619,68,1,0,504.6
526,47110,92.982,250,0,0,507.5
527,47337,188.343,227,1,0,510.2
528,47382,198.27,45,1,0,510.7
529,47450,185.256,68,1,0,511.4
530,47700,78.367,250,0,0,514.3
531,47755,188.654,55,1,0,514.9
532,47940,168.24,185,1,0,517.0
533,47948,-97.816,8,0,1,517.1
534,48023,-24.028,75,0,1,518.0
535,48092,202.56,69,1,0,518.7
536,48190,198.031,98,1,0,519.9
537,48255,202.433,65,1,0,520.6
538,48380,191.701,125,1,0,522.0
539,48630,86.174,250,0,0,524.9
540,48646,-91.741,16,0,1,525.1
541,48769,191.293,123,1,0,526.5
542,49019,71.998,250,0,0,529.3
543,49061,189.338,42,1,0,529.8
544,49303,-49.455,242,0,1,532.6
545,49339,-18.875,36,0,1,533.0
546,49382,185.463,43,1,0,533.5
547,49426,-53.389,44,0,1,534.0
548,49676,86.036,250,0,0,536.9
549,49818,201.238,142,1,0,539.1
550,49938,184.139,120,1,0,540.7
551,50038,201.913,100,1,0,542.7
552,50288,74.697,250,0,0,547.0
553,50538,76.182,250,0,0,551.4
554,50624,200.343,86,1,0,552.8
555,50732,187.587,108,1,0,554.6
556,50856,178.545,124,1,0,556.0
557,50911,194.668,55,1,0,556.6
558,51161,61.712,250,0,0,559.3
559,51218,201.084,57,1,0,559.9
560,51304,197.739,86,1,0,560.8
561,51339,182.028,35,1,0,561.2
562,51399,194.644,60,1,0,561.8
563,51543,202.038,144,1,0,563.4
564,51554,-71.531,11,0,1,563.5
565,51619,-21.833,65,0,1,564.5
566,51869,42.119,250,0,0,567.4
567,52119,85.054,250,0,0,570.1
568,52151,-94.093,32,0,1,570.4
569,52231,189.632,80,1,0,571.3
570,52481,90.975,250,0,0,574.2
571,52578,197.133,97,1,0,575.3
572,52648,197.493,70,1,0,576.1
573,52692,193.653,44,1,0,576.6
574,52772,-29.406,80,0,1,577.6
575,52874,198.233,102,1,0,578.8
576,52919,197.916,45,1,0,579.3
577,52958,189.789,39,1,0,579.7
578,52969,-75.691,11,0,1,579.8
579,53037,188.71,68,1,0,580.5
580,53133,193.363,96,1,0,581.6
581,53168,185.74,35,1,0,582.0
582,53320,191.898,152,1,0,583.9
583,53570,74.755,250,0,0,586.8
584,53648,187.254,78,1,0,587.6
585,53715,180.723,67,1,0,588.3
586,53965,72.402,250,0,0,591.1
587,54215,77.523,250,0,0,595.7
588,54292,197.42,77,1,0,597.6
589,54373,195.211,81,1,0,599.7
590,54449,198.321,76,1,0,601.2
591,54699,79.463,250,0,0,605.2
592,54750,194.103,51,1,0,606.1
593,54806,188.328,56,1,0,607.1
594,54872,196.271,66,1,0,608.4
595,54915,197.409,43,1,0,609.2
596,54922,-83.927,7,0,1,609.4
597,54939,-87.639,17,0,1,609.7
598,54978,196.449,39,1,0,610.4
599,55109,198.817,131,1,0,612.9
600,55150,188.401,41,1,0,613.5
601,55211,196.179,61,1,0,614.2
602,55305,209.672,94,1,0,615.2
603,55343,189.871,38,1,0,615.6
604,55356,-59.957,13,0,1,615.7
605,55399,197.72,43,1,0,616.2
606,55459,191.789,60,1,0,616.9
607,55501,193.236,42,1,0,617.3
608,55539,193.997,38,1,0,617.7
609,55584,199.961,45,1,0,618.2
610,55629,189.065,45,1,0,618.7
611,55683,190.585,54,1,0,619.2
612,55691,-96.984,8,0,1,619.3
613,55749,-29.888,58,0,1,619.9
614,55999,70.623,250,0,0,622.6
615,56010,-71.784,11,0,1,622.7
616,56049,198.684,39,1,0,623.1
617,56094,194.768,45,1,0,623.6
618,56149,179.529,55,1,0,624.2
619,56264,180.622,115,1,0,625.5
620,56318,187.198,54,1,0,626.0
621,56360,200.561,42,1,0,626.5
622,56405,207.28,45,1,0,627.0
623,56517,184.156,112,1,0,628.2
624,56602,192.417,85,1,0,629.1
625,56644,202.654,42,1,0,629.5
626,56658,-105.879,14,0,1,629.7
627,56710,-35.037,52,0,1,630.2
628,56757,200.981,47,1,0,630.7
629,56806,188.491,49,1,0,631.3
630,56884,202.356,78,1,0,632.1
631,56936,200.981,52,1,0,632.6
632,56989,194.05,53,1,0,633.2
633,57045,207.844,56,1,0,633.8
634,57121,-50.197,76,0,1,634.6
635,57162,199.744,41,1,0,635.1
636,57216,-85.248,54,0,1,635.6
637,57270,188.668,54,1,0,636.2
638,57311,193.625,41,1,0,636.6
639,57363,198.462,52,1,0,637.2
640,57441,187.703,78,1,0,638.1
641,57484,192.352,43,1,0,638.5
642,57541,184.278,57,1,0,639.1
643,57595,198.688,54,1,0,639.7
644,57648,-25.423,53,0,1,640.3
645,57692,200.118,44,1,0,640.8
646,57942,68.74,250,0,0,643.5
647,58025,201.045,83,1,0,644.4
648,58079,195.555,54,1,0,645.0
649,58121,-27.186,42,0,1,645.4
650,58161,202.774,40,1,0,645.9
651,58411,86.807,250,0,0,648.5
652,58453,198.338,42,1,0,649.0
653,58507,198.527,54,1,0,649.6
654,58593,198.795,86,1,0,650.5
655,58629,203.686,36,1,0,650.8
656,58672,197.087,43,1,0,651.3
657,58722,198.969,50,1,0,651.8
658,58823,205.267,101,1,0,652.9
659,58874,187.9,51,1,0,653.4
660,59046,193.167,172,1,0,655.3
661,59077,186.99,31,1,0,655.7
662,59124,-50.861,47,0,1,656.2
663,59196,204.351,72,1,0,656.9
664,59446,89.469,250,0,0,659.9
665,59696,62.687,250,0,0,662.7
666,59743,205.8,47,1,0,663.2
667,59810,201.268,67,1,0,664.1
668,59871,194.393,61,1,0,664.8
669,59941,207.622,70,1,0,665.6
670,59997,199.765,56,1,0,666.2
671,60247,89.323,250,0,0,670.5
672,60311,196.614,64,1,0,671.4
673,60390,183.57,79,1,0,672.8
674,60450,198.131,60,1,0,673.8
675,60700,81.588,250,0,0,677.8
676,60740,187.964,40,1,0,678.4
677,60793,195.774,53,1,0,679.5
678,60833,194.849,40,1,0,680.2
679,60859,-30.748,26,0,1,680.7
680,60945,187.023,86,1,0,682.1
681,60985,209.129,40,1,0,682.7
682,61017,185.161,32,1,0,683.3
683,61065,196.593,48,1,0,684.0
684,61132,204.211,67,1,0,685.0
685,61382,67.796,250,0,0,689.1
686,61566,-55.812,184,0,1,691.1
687,61615,209.324,49,1,0,691.6
688,61865,78.802,250,0,0,694.3
689,61934,192.33,69,1,0,695.0
690,61960,-29.834,26,0,1,695.3
691,62005,198.794,45,1,0,695.8
692,62057,198.303,52,1,0,696.4
693,62096,199.899,39,1,0,696.8
694,62168,196.429,72,1,0,697.6
695,62195,-50.866,27,0,1,697.8
696,62215,-81.611,20,0,1,698.1
697,62274,200.349,59,1,0,698.7
698,62332,-27.193,58,0,1,699.3
699,62420,191.191,88,1,0,700.3
700,62504,189.301,84,1,0,701.2
701,62544,201.974,40,1,0,701.6
702,62647,183.462,103,1,0,702.7
703,62722,185.176,75,1,0,703.5
704,62774,194.088,52,1,0,704.1
705,62812,192.182,38,1,0,704.5
706,62870,186.949,58,1,0,705.1
707,62926,190.526,56,1,0,705.7
708,62987,192.152,61,1,0,706.4
709,63058,187.375,71,1,0,707.2
710,63130,195.57,72,1,0,708.0
711,63192,187.581,62,1,0,708.6
712,63246,-86.15,54,0,1,709.5
713,63295,199.491,49,1,0,710.0
714,63354,183.797,59,1,0,710.6
715,63425,199.551,71,1,0,711.4
716,63497,207.006,72,1,0,712.3
717,63537,192.102,40,1,0,712.8
718,63565,-31.835,28,0,1,713.1
719,63611,180.851,46,1,0,713.6
720,63678,195.544,67,1,0,714.5
