episode,steps,return,length,success,crash,wall_time
710,87383,83.322,250,0,0,189.6
711,87479,186.995,96,1,0,189.8
712,87547,203.295,68,1,0,189.9
713,87775,190.256,228,1,0,190.3
714,88025,70.059,250,0,0,190.8
715,88070,-36.383,45,0,1,191.6
716,88162,-32.21,92,0,1,191.8
717,88242,186.995,80,1,0,191.9
718,88426,203.455,184,1,0,192.1
719,88676,69.648,250,0,0,192.4
720,88818,-82.952,142,0,1,192.6
721,88880,191.161,62,1,0,192.7
722,88887,-99.14,7,0,1,192.7
723,88981,190.865,94,1,0,192.9
724,89231,70.426,250,0,0,193.3
725,89388,192.825,157,1,0,193.4
726,89638,76.939,250,0,0,193.8
727,89741,-24.392,103,0,1,194.0
728,89744,-93.381,3,0,1,194.0
729,89798,182.734,54,1,0,194.1
730,89933,205.264,135,1,0,194.8
731,90183,82.377,250,0,0,196.1
732,90258,182.498,75,1,0,196.2
733,90508,62.713,250,0,0,196.6
734,90596,192.644,88,1,0,196.8
735,90671,-20.927,75,0,1,196.9
736,90804,192.283,133,1,0,197.1
737,90918,192.408,114,1,0,197.4
738,90951,-34.574,33,0,1,197.4
739,91163,182.71,212,1,0,197.9
740,91231,-33.218,68,0,1,198.0
741,91270,-55.187,39,0,1,198.0
742,91342,190.298,72,1,0,198.2
743,91411,195.438,69,1,0,198.3
744,91471,200.356,60,1,0,198.3
745,91517,175.604,46,1,0,198.4
746,91673,202.313,156,1,0,198.7
747,91923,85.219,250,0,0,199.1
748,91967,-50.557,44,0,1,199.2
749,92087,186.581,120,1,0,199.4
750,92273,189.93,186,1,0,200.4
751,92377,190.039,104,1,0,200.6
752,92428,190.66,51,1,0,200.7
753,92529,-27.704,101,0,1,200.8
754,92549,-77.388,20,0,1,200.8
755,92639,-66.256,90,0,1,201.0
756,92686,195.949,47,1,0,201.0
757,92742,-30.986,56,0,1,201.2
758,92860,181.568,118,1,0,201.4
759,92883,-58.843,23,0,1,201.4
760,92939,186.01,56,1,0,201.5
761,93145,188.646,206,1,0,201.8
762,93235,201.977,90,1,0,201.9
763,93355,198.108,120,1,0,202.1
764,93453,179.57,98,1,0,202.2
765,93606,187.389,153,1,0,202.4
766,93702,205.466,96,1,0,202.5
767,93786,-20.306,84,0,1,202.7
768,93846,-19.196,60,0,1,202.8
769,93924,200.108,78,1,0,202.9
770,94023,189.956,99,1,0,203.0
771,94093,186.043,70,1,0,203.1
772,94164,197.044,71,1,0,203.2
773,94256,195.763,92,1,0,204.0
774,94365,196.647,109,1,0,204.2
775,94476,189.152,111,1,0,204.3
776,94726,48.907,250,0,0,204.7
777,94833,181.19,107,1,0,204.8
778,94934,-6.275,101,0,1,205.0
779,95130,183.516,196,1,0,205.3
780,95198,197.033,68,1,0,205.3
781,95285,180.788,87,1,0,205.5
782,95514,177.853,229,1,0,205.8
783,95595,200.634,81,1,0,205.9
784,95672,195.003,77,1,0,206.0
785,95752,195.219,80,1,0,206.1
786,95833,187.107,81,1,0,206.2
787,95881,-58.26,48,0,1,206.3
788,95948,191.281,67,1,0,206.3
789,96017,191.917,69,1,0,206.4
790,96174,192.264,157,1,0,206.6
791,96260,189.161,86,1,0,207.5
792,96397,177.222,137,1,0,207.7
793,96521,202.519,124,1,0,207.8
794,96593,200.096,72,1,0,207.9
795,96671,182.241,78,1,0,208.0
796,96736,191.299,65,1,0,208.1
797,96811,-13.82,75,0,1,208.2
798,96918,191.643,107,1,0,208.4
799,97037,193.138,119,1,0,208.5
800,97119,195.584,82,1,0,208.6
801,97196,192.961,77,1,0,208.7
802,97284,208.139,88,1,0,208.8
803,97360,207.354,76,1,0,208.9
804,97444,195.693,84,1,0,209.0
805,97555,199.07,111,1,0,209.2
806,97617,-17.879,62,0,1,209.3
807,97621,-96.16,4,0,1,209.3
808,97659,-24.729,38,0,1,209.3
809,97754,190.377,95,1,0,209.4
810,97823,187.354,69,1,0,209.5
811,97893,211.118,70,1,0,209.7
812,98083,196.092,190,1,0,209.9
813,98176,-37.886,93,0,1,210.1
814,98238,204.493,62,1,0,210.1
815,98361,187.788,123,1,0,211.0
816,98436,208.394,75,1,0,211.1
817,98511,194.599,75,1,0,211.2
818,98532,-64.404,21,0,1,211.2
819,98654,189.608,122,1,0,211.4
820,98761,193.355,107,1,0,211.6
821,98818,192.14,57,1,0,211.7
822,98875,-12.402,57,0,1,211.7
823,98976,192.926,101,1,0,211.9
824,99053,198.114,77,1,0,212.0
825,99123,190.728,70,1,0,212.1
826,99183,188.313,60,1,0,212.2
827,99278,171.377,95,1,0,212.3
828,99342,192.106,64,1,0,212.4
829,99425,201.615,83,1,0,212.5
830,99499,198.201,74,1,0,212.6
831,99607,194.001,108,1,0,212.8
832,99676,198.352,69,1,0,212.8
833,99742,195.701,66,1,0,212.9
834,99834,201.197,92,1,0,213.1
835,99928,194.567,94,1,0,213.2
836,100003,193.791,75,1,0,213.3
837,100061,-9.028,58,0,1,213.4
838,100119,202.205,58,1,0,213.5
839,100210,195.743,91,1,0,213.6
840,100284,194.145,74,1,0,213.7
841,100397,191.419,113,1,0,214.6
842,100601,-18.907,204,0,1,214.9
843,100657,-10.175,56,0,1,214.9
844,100718,183.976,61,1,0,215.0
845,100825,195.294,107,1,0,215.1
846,100921,198.023,96,1,0,215.3
847,100990,-21.603,69,0,1,215.4
848,101047,189.326,57,1,0,215.4
849,101169,-31.341,122,0,1,215.6
850,101234,198.352,65,1,0,215.7
851,101362,185.769,128,1,0,215.9
852,101457,-15.954,95,0,1,216.1
853,101526,200.283,69,1,0,216.2
854,101619,189.203,93,1,0,216.3
855,101787,191.038,168,1,0,216.5
856,101832,-25.793,45,0,1,216.6
857,101901,204.819,69,1,0,216.7
858,101947,195.319,46,1,0,216.7
859,102027,191.212,80,1,0,216.9
860,102109,195.051,82,1,0,217.0
861,102169,206.22,60,1,0,217.1
862,102246,202.575,77,1,0,217.2
863,102360,189.913,114,1,0,217.3
864,102432,186.118,72,1,0,218.1
865,102481,196.136,49,1,0,218.2
866,102545,201.591,64,1,0,218.3
867,102605,193.136,60,1,0,218.4
868,102770,187.968,165,1,0,218.6
869,102865,195.75,95,1,0,218.7
870,102943,201.071,78,1,0,218.8
871,103002,196.64,59,1,0,218.9
872,103076,189.334,74,1,0,219.0
873,103124,-46.262,48,0,1,219.1
874,103180,-13.111,56,0,1,219.2
875,103252,199.227,72,1,0,219.3
876,103353,204.823,101,1,0,219.5
877,103387,-51.08,34,0,1,219.5
878,103471,185.212,84,1,0,219.7
879,103544,195.764,73,1,0,219.8
880,103624,196.553,80,1,0,219.9
881,103710,195.084,86,1,0,220.1
882,103776,201.939,66,1,0,220.1
883,103902,203.772,126,1,0,220.3
884,103966,208.054,64,1,0,220.4
885,104037,185.98,71,1,0,220.5
886,104146,193.327,109,1,0,220.7
887,104183,-80.684,37,0,1,220.7
888,104190,-92.619,7,0,1,220.7
889,104360,176.868,170,1,0,221.0
890,104391,-53.877,31,0,1,221.0
891,104464,186.493,73,1,0,221.8
892,104535,189.801,71,1,0,221.9
893,104607,199.54,72,1,0,222.0
894,104660,198.126,53,1,0,222.1
895,104713,205.963,53,1,0,222.2
896,104776,188.763,63,1,0,222.2
897,104847,197.74,71,1,0,222.3
898,104961,189.442,114,1,0,222.5
899,104983,-63.283,22,0,1,222.5
900,105046,204.365,63,1,0,222.6
901,105115,192.304,69,1,0,222.7
902,105157,-81.861,42,0,1,222.8
903,105210,-21.738,53,0,1,222.9
904,105300,188.7,90,1,0,223.0
905,105350,196.523,50,1,0,223.1
906,105403,189.921,53,1,0,223.1
907,105415,-97.412,12,0,1,223.2
908,105476,188.592,61,1,0,223.2
909,105522,185.46,46,1,0,223.3
910,105619,-14.236,97,0,1,223.4
911,105692,200.39,73,1,0,223.5
912,105773,195.887,81,1,0,223.6
913,105846,186.152,73,1,0,223.7
914,105952,201.027,106,1,0,223.9
915,106049,193.054,97,1,0,224.1
916,106126,206.257,77,1,0,224.2
917,106189,-50.938,63,0,1,224.4
918,106247,197.344,58,1,0,224.4
919,106362,196.485,115,1,0,224.6
920,106434,199.505,72,1,0,224.8
921,106509,207.229,75,1,0,225.8
922,106615,178.096,106,1,0,225.9
923,106706,201.06,91,1,0,226.1
924,106779,193.329,73,1,0,226.2
925,106843,192.903,64,1,0,226.3
926,106910,185.951,67,1,0,226.4
927,106989,206.915,79,1,0,226.5
928,107042,188.292,53,1,0,226.6
929,107115,203.684,73,1,0,226.7
930,107164,190.72,49,1,0,226.8
931,107203,-46.685,39,0,1,226.9
932,107354,192.232,151,1,0,227.1
933,107409,197.357,55,1,0,227.2
934,107461,203.534,52,1,0,227.3
935,107559,195.725,98,1,0,227.4
936,107653,202.288,94,1,0,227.6
937,107711,191.795,58,1,0,227.7
938,107770,200.819,59,1,0,227.7
939,107826,194.535,56,1,0,227.8
940,107988,192.089,162,1,0,228.1
941,108039,198.876,51,1,0,228.2
942,108104,200.056,65,1,0,228.4
943,108172,189.946,68,1,0,228.5
944,108236,199.811,64,1,0,228.6
945,108318,192.885,82,1,0,228.7
946,108432,-13.355,114,0,1,228.9
947,108537,201.887,105,1,0,229.1
948,108611,193.67,74,1,0,230.1
949,108688,209.917,77,1,0,230.2
950,108749,-29.663,61,0,1,230.3
951,108813,195.532,64,1,0,230.4
952,108844,-111.01,31,0,1,230.5
953,108866,-46.815,22,0,1,230.5
954,108947,195.929,81,1,0,230.6
955,109000,204.474,53,1,0,230.7
956,109201,187.434,201,1,0,231.1
957,109266,199.73,65,1,0,231.2
958,109325,-19.804,59,0,1,231.3
959,109366,-38.676,41,0,1,231.3
960,109412,-30.431,46,0,1,231.4
961,109473,189.82,61,1,0,231.5
962,109521,204.772,48,1,0,231.6
963,109581,188.112,60,1,0,231.7
964,109656,190.335,75,1,0,231.8
965,109727,-20.515,71,0,1,231.9
966,109743,-82.482,16,0,1,231.9
967,109748,-92.395,5,0,1,231.9
968,109805,197.476,57,1,0,232.0
969,109919,196.074,114,1,0,232.2
970,109973,199.794,54,1,0,232.3
971,110018,199.139,45,1,0,232.4
972,110082,206.428,64,1,0,232.5
973,110288,189.24,206,1,0,232.8
974,110346,193.33,58,1,0,232.9
975,110420,187.737,74,1,0,233.0
976,110494,185.03,74,1,0,233.1
977,110561,198.408,67,1,0,233.2
978,110640,193.226,79,1,0,234.1
979,110755,196.138,115,1,0,234.3
980,110861,173.968,106,1,0,234.5
981,110922,197.85,61,1,0,234.6
982,110977,-90.079,55,0,1,234.7
983,111044,205.159,67,1,0,234.8
984,111101,194.09,57,1,0,234.9
985,111213,-34.685,112,0,1,235.0
986,111282,198.765,69,1,0,235.1
987,111329,195.818,47,1,0,235.2
988,111386,189.779,57,1,0,235.3
989,111502,183.574,116,1,0,235.5
990,111588,-26.259,86,0,1,235.6
991,111644,-40.051,56,0,1,235.7
992,111703,200.804,59,1,0,235.8
993,111811,194.395,108,1,0,236.0
994,111908,193.749,97,1,0,236.1
995,111964,-23.818,56,0,1,236.2
996,112016,196.175,52,1,0,236.3
997,112081,205.174,65,1,0,236.4
998,112122,-30.254,41,0,1,236.4
999,112201,202.461,79,1,0,236.5
1000,112268,207.511,67,1,0,236.6
1001,112373,200.416,105,1,0,236.8
1002,112477,188.29,104,1,0,237.0
1003,112555,193.66,78,1,0,237.1
1004,112621,210.62,66,1,0,237.2
1005,112694,2.474,73,0,1,238.0
1006,112752,187.663,58,1,0,238.1
1007,112761,-82.855,9,0,1,238.1
1008,112830,187.59,69,1,0,238.2
1009,112984,185.392,154,1,0,238.4
1010,113052,-11.062,68,0,1,238.5
1011,113108,195.588,56,1,0,238.6
1012,113185,191.941,77,1,0,238.7
1013,113305,193.445,120,1,0,238.9
1014,113404,201.981,99,1,0,239.0
1015,113461,183.546,57,1,0,239.1
1016,113538,-23.382,77,0,1,239.2
1017,113612,189.09,74,1,0,239.3
1018,113685,184.139,73,1,0,239.5
1019,113745,202.092,60,1,0,239.5
1020,113946,-26.003,201,0,1,239.9
1021,114094,180.484,148,1,0,240.1
1022,114146,-46.676,52,0,1,240.2
1023,114345,180.767,199,1,0,240.5
1024,114354,-86.936,9,0,1,240.5
1025,114433,184.382,79,1,0,240.6
1026,114527,194.708,94,1,0,240.8
1027,114529,-97.138,2,0,1,240.8
1028,114612,199.602,83,1,0,240.9
1029,114665,204.986,53,1,0,241.0
1030,114711,204.98,46,1,0,242.0
1031,114807,203.218,96,1,0,242.1
1032,114868,190.796,61,1,0,242.2
1033,114914,196.908,46,1,0,242.2
1034,114980,199.811,66,1,0,242.3
1035,115089,199.834,109,1,0,242.5
1036,115113,-79.771,24,0,1,242.5
1037,115176,198.492,63,1,0,242.6
1038,115226,200.898,50,1,0,242.7
1039,115476,72.642,250,0,0,243.1
1040,115538,-50.849,62,0,1,243.2
1041,115586,192.849,48,1,0,243.2
1042,115644,186.109,58,1,0,243.3
1043,115729,185.058,85,1,0,243.5
1044,115807,195.652,78,1,0,243.6
1045,115813,-95.469,6,0,1,243.6
1046,115934,195.773,121,1,0,243.8
1047,115971,-6.981,37,0,1,243.9
1048,116026,192.159,55,1,0,244.0
1049,116276,41.6,250,0,0,244.4
1050,116382,190.857,106,1,0,244.6
1051,116632,78.205,250,0,0,245.0
1052,116731,182.027,99,1,0,245.2
1053,116814,200.297,83,1,0,246.2
1054,116895,204.956,81,1,0,246.4
1055,116969,198.682,74,1,0,246.5
1056,117071,196.176,102,1,0,246.7
1057,117157,190.488,86,1,0,246.8
1058,117242,196.023,85,1,0,246.9
1059,117285,185.883,43,1,0,247.0
1060,117310,-46.639,25,0,1,247.0
1061,117351,-56.274,41,0,1,247.1
1062,117575,177.207,224,1,0,247.4
1063,117625,183.561,50,1,0,247.5
1064,117709,192.302,84,1,0,247.6
1065,117817,191.092,108,1,0,247.7
1066,117913,209.764,96,1,0,247.8
1067,117978,197.423,65,1,0,247.9
1068,118034,200.864,56,1,0,248.0
1069,118077,195.643,43,1,0,248.1
1070,118131,196.649,54,1,0,248.2
1071,118208,206.066,77,1,0,248.3
1072,118280,190.676,72,1,0,248.4
1073,118347,209.456,67,1,0,248.5
1074,118450,200.953,103,1,0,248.7
1075,118555,205.253,105,1,0,248.8
1076,118617,193.661,62,1,0,248.9
1077,118674,201.094,57,1,0,249.0
1078,118718,-58.327,44,0,1,249.1
1079,118833,208.722,115,1,0,249.9
1080,119019,188.232,186,1,0,250.2
1081,119081,189.016,62,1,0,250.3
1082,119174,202.883,93,1,0,250.4
1083,119356,-19.657,182,0,1,250.7
1084,119446,-20.761,90,0,1,250.8
1085,119499,196.146,53,1,0,250.9
1086,119546,193.199,47,1,0,251.0
1087,119575,-54.532,29,0,1,251.0
1088,119631,188.929,56,1,0,251.1
1089,119674,-35.331,43,0,1,251.1
1090,119711,-34.575,37,0,1,251.2
1091,119780,194.99,69,1,0,251.3
1092,119913,186.906,133,1,0,251.5
1093,119970,178.595,57,1,0,251.6
1094,120042,185.041,72,1,0,251.7
1095,120248,182.647,206,1,0,251.9
1096,120296,194.133,48,1,0,252.0
1097,120310,-68.777,14,0,1,252.0
1098,120333,-73.835,23,0,1,252.1
1099,120404,196.787,71,1,0,252.1
1100,120463,199.973,59,1,0,252.2
1101,120523,208.152,60,1,0,252.3
1102,120609,190.22,86,1,0,252.4
1103,120673,186.289,64,1,0,252.5
1104,120724,199.259,51,1,0,252.6
1105,120823,193.858,99,1,0,252.7
1106,120938,183.873,115,1,0,253.6
1107,121015,203.806,77,1,0,253.7
1108,121022,-96.378,7,0,1,253.7
1109,121081,200.622,59,1,0,253.8
1110,121169,192.816,88,1,0,253.9
1111,121197,-63.237,28,0,1,254.0
1112,121278,194.262,81,1,0,254.1
1113,121354,182.999,76,1,0,254.2
1114,121424,197.191,70,1,0,254.3
1115,121466,-29.469,42,0,1,254.3
1116,121511,197.326,45,1,0,254.4
1117,121521,-91.555,10,0,1,254.4
1118,121585,208.283,64,1,0,254.5
1119,121657,193.125,72,1,0,254.6
1120,121712,195.621,55,1,0,254.7
1121,121775,181.447,63,1,0,254.8
1122,121857,186.455,82,1,0,254.9
1123,121974,181.978,117,1,0,255.0
1124,122039,208.172,65,1,0,255.1
1125,122118,202.833,79,1,0,255.2
1126,122191,210.786,73,1,0,255.3
1127,122274,184.197,83,1,0,255.5
1128,122335,193.512,61,1,0,255.6
1129,122411,196.144,76,1,0,255.7
1130,122522,197.305,111,1,0,255.8
1131,122590,195.273,68,1,0,255.9
1132,122670,204.623,80,1,0,256.0
1133,122727,186.207,57,1,0,256.1
1134,122798,197.053,71,1,0,256.2
1135,122857,188.105,59,1,0,256.3
1136,122929,207.787,72,1,0,257.1
1137,122990,184.48,61,1,0,257.2
1138,123050,188.808,60,1,0,257.2
1139,123098,188.914,48,1,0,257.3
1140,123161,200.515,63,1,0,257.4
1141,123187,-70.402,26,0,1,257.4
1142,123267,194.44,80,1,0,257.5
1143,123344,194.459,77,1,0,257.6
1144,123392,200.352,48,1,0,257.7
1145,123458,202.78,66,1,0,257.8
1146,123624,-36.217,166,0,1,258.0
1147,123699,190.296,75,1,0,258.1
1148,123758,184.627,59,1,0,258.1
1149,123812,197.506,54,1,0,258.2
1150,123896,198.632,84,1,0,258.3
1151,123966,192.232,70,1,0,258.4
1152,124023,190.874,57,1,0,258.5
1153,124090,196.653,67,1,0,258.6
1154,124142,183.541,52,1,0,258.7
1155,124212,204.789,70,1,0,258.8
1156,124267,194.729,55,1,0,258.8
1157,124321,200.299,54,1,0,258.9
1158,124405,184.043,84,1,0,259.0
1159,124475,198.073,70,1,0,259.1
1160,124532,186.967,57,1,0,259.2
1161,124568,-25.693,36,0,1,259.2
1162,124626,196.661,58,1,0,259.3
1163,124699,193.513,73,1,0,259.4
1164,124759,209.047,60,1,0,259.5
1165,124833,190.137,74,1,0,259.6
1166,124888,196.89,55,1,0,259.7
1167,124930,191.846,42,1,0,260.4
1168,125164,-9.105,234,0,1,260.7
1169,125217,193.123,53,1,0,260.8
1170,125266,200.395,49,1,0,260.9
1171,125290,-69.203,24,0,1,260.9
1172,125408,188.877,118,1,0,261.0
1173,125505,182.375,97,1,0,261.2
1174,125551,186.549,46,1,0,261.2
1175,125599,180.976,48,1,0,261.3
1176,125641,-52.748,42,0,1,261.3
1177,125731,-8.933,90,0,1,261.5
1178,125743,-84.588,12,0,1,261.5
1179,125821,-29.389,78,0,1,261.6
1180,125889,194.471,68,1,0,261.7
1181,126122,-43.823,233,0,1,262.0
1182,126179,194.895,57,1,0,262.0
1183,126245,198.056,66,1,0,262.1
1184,126348,199.427,103,1,0,262.2
1185,126352,-93.422,4,0,1,262.2
1186,126462,195.027,110,1,0,262.4
1187,126534,192.657,72,1,0,262.5
1188,126590,-23.815,56,0,1,262.5
1189,126656,195.497,66,1,0,262.6
1190,126744,195.092,88,1,0,262.8
1191,126793,205.764,49,1,0,262.8
1192,126931,182.364,138,1,0,263.0
1193,126980,191.73,49,1,0,263.8
1194,127046,201.135,66,1,0,263.9
1195,127104,189.617,58,1,0,263.9
1196,127159,205.126,55,1,0,264.0
1197,127253,197.576,94,1,0,264.1
1198,127287,-65.496,34,0,1,264.2
1199,127335,192.763,48,1,0,264.3
1200,127390,212.278,55,1,0,264.3
1201,127433,196.37,43,1,0,264.4
1202,127490,204.143,57,1,0,264.5
1203,127510,-96.01,20,0,1,264.5
1204,127576,198.412,66,1,0,264.6
1205,127642,193.195,66,1,0,264.7
1206,127701,198.609,59,1,0,264.8
1207,127768,-22.066,67,0,1,264.8
1208,127813,193.861,45,1,0,264.9
1209,127913,189.87,100,1,0,265.0
1210,127943,-27.822,30,0,1,265.1
1211,127997,203.715,54,1,0,265.2
1212,128054,192.085,57,1,0,265.2
1213,128103,193.577,49,1,0,265.3
1214,128153,196.715,50,1,0,265.4
1215,128212,-9.543,59,0,1,265.5
1216,128260,190.18,48,1,0,265.5
1217,128361,191.626,101,1,0,265.7
1218,128440,186.901,79,1,0,265.8
1219,128463,-78.846,23,0,1,265.8
1220,128536,-22.547,73,0,1,265.9
1221,128620,203.521,84,1,0,266.0
1222,128688,181.36,68,1,0,266.1
1223,128748,195.703,60,1,0,266.1
1224,128806,199.702,58,1,0,266.2
1225,128869,188.382,63,1,0,266.3
1226,128918,193.887,49,1,0,266.3
1227,129046,192.432,128,1,0,267.2
1228,129180,188.735,134,1,0,267.3
1229,129244,199.674,64,1,0,267.4
1230,129287,182.174,43,1,0,267.5
1231,129363,187.867,76,1,0,267.6
1232,129396,-42.647,33,0,1,267.6
1233,129521,193.528,125,1,0,267.8
1234,129587,199.508,66,1,0,267.9
1235,129625,-41.572,38,0,1,267.9
1236,129709,206.81,84,1,0,268.1
1237,129796,195.171,87,1,0,268.2
1238,129870,177.995,74,1,0,268.3
1239,129927,197.928,57,1,0,268.4
1240,129979,205.902,52,1,0,268.4
1241,130039,187.235,60,1,0,268.5
1242,130145,195.03,106,1,0,268.6
1243,130201,199.768,56,1,0,268.7
1244,130399,-19.362,198,0,1,269.0
1245,130442,-27.743,43,0,1,269.1
1246,130508,197.525,66,1,0,269.1
1247,130588,183.019,80,1,0,269.3
1248,130627,192.994,39,1,0,269.3
1249,130730,195.231,103,1,0,269.5
1250,130823,200.918,93,1,0,269.6
1251,130896,200.51,73,1,0,269.7
1252,130967,185.62,71,1,0,269.8
1253,131019,199.434,52,1,0,269.9
1254,131081,200.246,62,1,0,270.6
1255,131134,193.325,53,1,0,270.7
1256,131223,185.862,89,1,0,270.8
1257,131279,197.949,56,1,0,270.9
1258,131326,192.707,47,1,0,271.0
1259,131383,203.014,57,1,0,271.0
1260,131461,195.172,78,1,0,271.1
1261,131501,-43.264,40,0,1,271.2
1262,131562,186.308,61,1,0,271.3
1263,131642,184.489,80,1,0,271.4
1264,131699,-17.662,57,0,1,271.4
1265,131742,203.523,43,1,0,271.5
1266,131819,194.973,77,1,0,271.6
1267,131887,193.601,68,1,0,271.7
1268,131927,-37.221,40,0,1,271.7
1269,131977,200.214,50,1,0,271.8
1270,132052,181.786,75,1,0,271.9
1271,132122,199.167,70,1,0,272.0
1272,132200,200.12,78,1,0,272.1
1273,132281,204.213,81,1,0,272.2
1274,132349,207.547,68,1,0,272.4
1275,132391,193.803,42,1,0,272.4
1276,132454,194.619,63,1,0,272.5
1277,132535,186.225,81,1,0,272.6
1278,132619,-34.632,84,0,1,272.7
1279,132688,203.142,69,1,0,272.9
1280,132795,195.823,107,1,0,273.0
1281,132851,-26.23,56,0,1,273.1
1282,132921,207.131,70,1,0,273.2
1283,132926,-102.246,5,0,1,273.2
1284,132976,203.395,50,1,0,273.3
1285,133055,193.93,79,1,0,273.4
1286,133122,200.4,67,1,0,274.4
1287,133188,201.674,66,1,0,274.6
1288,133227,-69.095,39,0,1,274.6
1289,133282,199.767,55,1,0,274.7
1290,133394,197.01,112,1,0,274.9
1291,133429,199.574,35,1,0,275.0
1292,133487,190.274,58,1,0,275.1
1293,133549,194.962,62,1,0,275.1
1294,133595,188.638,46,1,0,275.2
1295,133639,194.274,44,1,0,275.3
1296,133710,193.467,71,1,0,275.4
1297,133883,192.276,173,1,0,275.6
1298,133938,202.579,55,1,0,275.7
1299,134086,-54.646,148,0,1,275.9
1300,134163,195.448,77,1,0,276.0
1301,134251,175.905,88,1,0,276.1
1302,134300,-27.804,49,0,1,276.2
1303,134376,185.749,76,1,0,276.3
1304,134461,204.216,85,1,0,276.4
1305,134533,204.032,72,1,0,276.6
1306,134582,201.633,49,1,0,276.7
1307,134673,195.734,91,1,0,276.8
1308,134725,193.475,52,1,0,276.9
1309,134802,192.749,77,1,0,277.0
1310,134884,196.279,82,1,0,277.1
1311,134915,-59.25,31,0,1,277.2
1312,134964,200.136,49,1,0,277.3
1313,135016,-31.682,52,0,1,277.4
1314,135095,197.911,79,1,0,277.5
1315,135149,207.195,54,1,0,277.6
1316,135210,191.434,61,1,0,278.4
1317,135288,203.851,78,1,0,278.5
1318,135293,-92.639,5,0,1,278.5
1319,135348,191.814,55,1,0,278.6
1320,135356,-80.104,8,0,1,278.6
1321,135404,206.428,48,1,0,278.7
1322,135468,196.284,64,1,0,278.7
1323,135532,200.815,64,1,0,278.8
1324,135654,187.99,122,1,0,279.0
1325,135713,202.665,59,1,0,279.1
1326,135768,181.143,55,1,0,279.2
1327,135837,207.289,69,1,0,279.3
1328,135894,197.184,57,1,0,279.3
1329,135962,190.641,68,1,0,279.4
1330,136017,196.177,55,1,0,279.5
1331,136063,206.164,46,1,0,279.6
1332,136111,199.197,48,1,0,279.7
1333,136160,193.804,49,1,0,279.7
1334,136263,192.307,103,1,0,279.9
1335,136328,202.413,65,1,0,280.0
1336,136401,186.586,73,1,0,280.1
1337,136474,197.217,73,1,0,280.2
1338,136536,190.791,62,1,0,280.2
1339,136623,194.887,87,1,0,280.4
1340,136676,194.727,53,1,0,280.4
1341,136754,202.974,78,1,0,280.6
1342,136852,199.484,98,1,0,280.7
1343,136936,187.612,84,1,0,280.8
1344,137001,198.341,65,1,0,280.9
1345,137061,189.867,60,1,0,281.0
1346,137148,192.013,87,1,0,281.1
1347,137199,187.834,51,1,0,281.2
1348,137262,196.206,63,1,0,282.0
1349,137325,-29.05,63,0,1,282.0
1350,137382,190.063,57,1,0,282.1
1351,137437,198.547,55,1,0,282.2
1352,137447,-84.443,10,0,1,282.2
1353,137497,188.852,50,1,0,282.2
1354,137553,187.627,56,1,0,282.3
1355,137629,-29.734,76,0,1,282.4
1356,137685,199.887,56,1,0,282.5
1357,137691,-94.659,6,0,1,282.5
1358,137745,195.678,54,1,0,282.6
1359,137815,205.842,70,1,0,282.7
1360,137877,197.573,62,1,0,282.8
1361,137932,200.154,55,1,0,282.9
1362,138004,188.312,72,1,0,283.0
1363,138051,-21.414,47,0,1,283.1
1364,138093,192.42,42,1,0,283.2
1365,138142,183.037,49,1,0,283.3
1366,138159,-79.742,17,0,1,283.3
1367,138246,198.56,87,1,0,283.5
1368,138373,199.093,127,1,0,283.7
1369,138438,182.215,65,1,0,283.9
1370,138477,-27.02,39,0,1,283.9
1371,138483,-90.754,6,0,1,284.0
1372,138555,199.225,72,1,0,284.1
1373,138672,205.719,117,1,0,284.3
1374,138710,186.93,38,1,0,284.3
1375,138775,200.73,65,1,0,284.4
1376,138846,195.577,71,1,0,284.6
1377,138920,194.805,74,1,0,284.7
1378,138976,191.793,56,1,0,284.7
1379,139110,188.452,134,1,0,284.9
1380,139165,199.803,55,1,0,284.9
1381,139216,198.1,51,1,0,285.0
1382,139274,189.144,58,1,0,285.7
1383,139316,198.774,42,1,0,285.8
1384,139363,193.24,47,1,0,285.9
1385,139409,195.722,46,1,0,285.9
1386,139475,191.897,66,1,0,286.0
1387,139544,197.66,69,1,0,286.1
1388,139601,188.214,57,1,0,286.2
1389,139647,193.714,46,1,0,286.3
1390,139695,209.337,48,1,0,286.3
1391,139749,200.161,54,1,0,286.4
1392,139828,194.725,79,1,0,286.5
1393,139866,190.62,38,1,0,286.6
1394,139914,189.79,48,1,0,286.7
1395,139968,204.049,54,1,0,286.7
1396,140058,191.739,90,1,0,286.9
1397,140129,186.261,71,1,0,286.9
1398,140180,195.218,51,1,0,287.0
1399,140363,198.64,183,1,0,287.3
1400,140419,191.071,56,1,0,287.3
1401,140487,192.5,68,1,0,287.4
1402,140540,197.52,53,1,0,287.5
1403,140599,189.276,59,1,0,287.6
1404,140697,195.173,98,1,0,287.7
1405,140750,193.758,53,1,0,287.8
1406,140823,186.102,73,1,0,287.9
1407,140872,197.225,49,1,0,288.0
1408,140929,189.734,57,1,0,288.0
1409,140984,-35.313,55,0,1,288.1
1410,141042,174.452,58,1,0,288.2
1411,141097,196.803,55,1,0,288.3
1412,141262,186.079,165,1,0,288.5
1413,141336,189.094,74,1,0,289.5
1414,141345,-96.53,9,0,1,289.6
1415,141396,192.625,51,1,0,289.6
